User,Sentiment
I don't have much requirement. Display size should be big and Radio should work on it,Neu
"Great,is it available in black color?",Neu
What is its weight?,Neu
oh that's very heavy. I want thin lightweight cellphone,Neg
I feel heavy phones are not portable,Neg
Is it working on Sym OS?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
866,866
"Hey, I want to buy a phone.",Neu
I want a phone with tripel sim in white color,Neu
What is its weight?,Neu
That's very heavy. I want light weight phone,Neg
I want lighter phone as it is easy to carry,Neg
Which OS it uses?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
867,867
Hello I am looking for low cost phone which fulfils all my requirements?,Neu
It should be within 150 Euro.,Neu
What is its display size?,Neu
I want a phone which has big display size.,Neg
But I am not comfortable carrying big phone,Neg
Is it working on Android OS?,Neu
Okay book this for me.,Neu
Thanks for helping me.,Pos
868,868
"Hello, I want to buy a new phone.",Neu
I want to buy a latest released phone with radio facility,Neu
What is its battery?,Neu
What color is it?,Neu
On which OS it works on?,Neu
I want in iOS only.,Neg
I am sorry I am not comfortable in Android OS phone,Neg
"Okay, no problem, book this for me",Neu
Thanks for helping me.,Pos
869,869
"Good morning, I want a good phone for my brother",Neu
I want to buy a good processor phone with less weight and high battery life,Neu
How much does it cost ? ,Neu
What is its ReleasedYear?,Neu
"oh, I want new  Released Year phone",Neg
Well I am interested in buying new released phone,Neg
"Okay,book this for me.",Neu
Thanks for helping me.,Pos
870,870
"Hello , I need some good phone on which I can work while travelling",Neu
I want to buy a Oppo phone,Neu
How is the camera quality?,Neu
What is its cost?,Neu
Oh that's out of my budget,Neg
I have limited budget,Neg
Is it working on Android OS?,Neu
"Okay, no problem, book this for me",Neu
Thanks for helping me.,Pos
871,871
"Hello, I want a good phone as I constantly work on phone",Neu
Battery should lasts long and display size should be big.,Neu
What is its color?,Neu
Oh but I am looking for black color,Neg
But black is my favourite color ,Neg
Oh..its fantastic . How mcuh it will cost me?,Pos
It's in my budget too. Please book it fast for me.,Pos
Thanks for helping me.,Pos
872,872
"Hello , can you help me in selecting a phone ?",Neu
 I want to buy a blue color dualsim  phone  for myself,Neu
What's its price?,Neu
"Oh, its too heavy for me.",Neg
Something within 200 Euro.,Neg
"Okay, book this for me",Neu
Thanks for helping me.,Pos
873,873
"Hello, I am in urgent need of a good phone.",Neu
I need a good battery back up phone in orange  color,Neu
What's its cost?,Neu
What about its weight?,Neu
oh that's too heavy. I want light weight phone,Neg
Does radio works on it?,Neu
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
874,874
"Good Evening, I am looking for a trending phone",Neu
 I need to have a phone of Gionee and good battery life,Neu
What's its cost?,Neu
What's its weight?,Neu
what is it's color ? ,Neu
But black is favourite color.,Neg
Okay don. Pack this for me.,Neu
Thanks for helping me.,Pos
875,875
"I need to buy a phone, am i at right place?",Neu
Phone which good for selfie.,Neu
No thats all.,Neu
What other phones do you have if I want more storage?,Neg
Still this GB seems too less as I watch lot of movies after downloading them in my phone so need more space.,Neg
Is it working on Android OS?,Neu
Ok can you book it for me?,Neu
Thanks for assistance.,Pos
876,876
"Hey, I want to gift a phone to my mother.",Neu
A Phone which is good for selfie and high battery capacity,Neu
No thats all.,Neu
What is its battery capacity?,Neu
I think it still less for me.,Neg
"Okay, any other model of the same brand which has high battery.",Neg
"Great,is it available in gold?",Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
877,877
"Hi, I am looking for a good phone",Neu
I want to buy a phone having radio facility and small display.,Neu
What is its color?,Neu
I want in brown color.,Neg
Brown is my favorite as well as lucky color.,Neg
What is its cost?,Neu
Is it working on Android OS?,Neu
ok can you book this for me,Neu
Thanks for help,Pos
878,878
"Hello, I want to buy a best selling model phone.",Neu
"Yes,It has, i need a phone Mic OS which is in less cost",Neu
What is its memory?,Neu
what about primary camera ?,Neu
Oh much lesssss! I want atleast 7 MP,Neg
Could it be 70 MP or so ?,Neg
What is its cost?,Neu
Sounds good to me. I will take it.,Pos
Thanks a lot for your patience and time.,Pos
879,879
"I need to buy a phone, am i at right place?",Neu
it should have BIG display size and battery capacity,Neu
how much does it cost ? ,Neu
what is its camera quality?,Neu
Its less for me.I want 10 MP primary camera,Neg
I would still prefer high MP phone.,Neg
Is it working on Android OS?,Neu
Excellent book this for me.,Pos
thanks a ton,Pos
880,880
"Hey, I am looking for a good phone",Neu
Phone with good  back camera and GPS with it.,Neu
Whta is its weight?,Neu
That's a bit on heavier side. Do you have something in light weight?,Neg
Yeah but I don't find comfortable to keep heavy phone in my pocket ,Neg
What's its release date?,Neu
What about its weight?,Neu
"Okay fine, book this  phone for me.",Neu
thanks a ton,Pos
881,881
"Hey, I want to buy a phone.",Neu
I want to buy a apple phone,Neu
What is its internal Ram storage?,Neu
I want an Apple phone with more internal RAM space,Neg
But I have faced storage problem in this GB phone.,Neg
How much it will cost me?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
882,882
"hi,can you help me in choosing a good phone ?",Neu
it should have low cost.,Neu
how much does it cost ? ,Neu
What's its release date?,Neu
I am looking for latest phones.,Neg
Show me something which is released this year only.,Neg
What is its weight?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
883,883
"Good Evening ,I need to buy a new phone.",Neu
I want a small display size phone with good memory,Neu
What is its cost?,Neu
It should be within 300 Euro.,Neg
I have budget constraint.,Neg
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
884,884
"Hi, I want to buy a phone",Neu
"Actually, I am interested in Acer phones that have high memory.",Neu
What is its memory?,Neu
"Superb, What is its cost?",Neu
What is its color?,Neu
I want in white color only.,Neg
ihhh White is my favorite,Neg
Great.I will take it.,Pos
Thanks a ton,Pos
885,885
Hello I am want to buy good  phone.,Neu
I want a phone having high Internal memory.,Neu
What's its cost?,Neu
Does radio works on it?,Neu
What is its release date?,Neu
Show me something old released,Neg
Release date should be just one or two year back.,Neg
"No issue, everything suits me.Book this for me.",Pos
thanks a ton,Pos
886,886
"Hi , I want to purchase a phone",Neu
I want new released  Acer phone.,Neu
Does radio works on it?,Neu
what is it's price ? ,Neu
"oh,It is expensive. Can you suggest some other phone in cheaper price?",Neg
I want the best cheaper phone with a large display,Neg
What is its weight?,Neu
I have no problem with the storage. I will buy this only.,Neu
Thanks a lot,Pos
887,887
"Hi, I want a phone.",Neu
Lenovo phones which is black in color,Neu
Is it a single Sim phone?,Neu
oh I don't want multisim phone.I want single sim phone,Neg
"But the point with single sim phone is that you can get better battery and performance that is why the expensive phones like apple and pixel are still single sim.

",Neu
What's its price?,Neu
In which color it is available?,Neu
Good.I will go for this only.Pack this for me.,Pos
Thanks a lot,Pos
888,888
"Hey, I need phone info.",Neu
It should have less weight anf GPS  facility in it.,Neu
What are their battery capacity ,Neu
but i need higher than this battery,Neg
Is it working on Android OS?,Neu
"OK,Thanks for information.",Pos
889,889
"Hey, I need phone info.",Neu
It should be Apple company and in violet color,Neu
"Yes,It has, I want good battery backup.",Neu
What about its sim slot?,Neu
oh I don't want  phone.INwant single sim phone,Neg
"OK,Thanks for information.",Pos
890,890
"Hey, I need phone info.",Neu
It should be of less weight,Neu
what is it's price ? ,Neu
"oh,It is cheap. Can you suggest some other phone in expensive price?",Neg
Is it working on Android OS?,Neu
"Okay, I will book blue phone",Neu
Thanks a lot.,Pos
891,891
"Hey, I need phone info.",Neu
  Radio should work on this phone with display size should be medium.,Neu
That's very good. What is its display screen size?,Neu
Oh that's big. I want medium display size phone,Neg
"OK,Thanks for information.",Pos
892,892
"Hey, I need phone info.",Neu
I want to buy 2016 year Acer phones.,Neu
That's very good. What is its display screen size?,Neu
Oh that's big. I want smal  display size phone,Neg
"For that I have other devices, I need only small Display size.",Neg
What is its price?,Neu
I will take it then,Neu
Thanks for helping me.,Pos
893,893
"Hey, I need phone info.",Neu
It  want latest phones.,Neu
"Yes,It has, Color should be Black",Neu
What is its weight?,Neu
Oh it's a bit heavy. I need lighter phone,Neg
Is it working on Android OS?,Neu
"Lovely, book this for me.",Pos
Thanks for helping me.,Pos
894,894
"Hey, I need phone info.",Neu
It should be Lenovo company phone which is pink in color.,Neu
What is its weight?,Neu
Oh it's a bit heavy. I need lighter phone,Neg
"Yes,It has I get your point but would still prefer lighter phone",Neg
"OK,Thanks for information.",Pos
895,895
"Hey, I need phone info.",Neu
It should be light weight and  GPS should work on it,Neu
What is its RAM?,Neu
oh that's too less for my daily work,Neg
Is it working on  Android OS?,Neu
"OK,Thanks for information.",Pos
896,896
"Hey, I need phone info.",Neu
it should be single sim phone and latest launched phone,Neu
Does radio works on it?,Neu
How much is it for?,Neu
Oh it's very expensive. Show me a phone phone under 350 Euro,Neg
May be next time. I can't afford it now.My budget is450 only,Neg
"Okay, can you pack this phone?",Neu
Thank you.,Pos
897,897
"Hey, I need phone info.",Neu
I want to buy a phone with 5 MP secondary camera,Neu
"Superb, What is its OS?",Pos
"Unfortunately, it's Android phone. I want iOS phone",Neg
The Android operating system phone requires more RAM than iOS so would prefer iOS OS,Neg
In which color it is available?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
898,898
"Hey, I need phone info.",Neu
It should be Samsung brand and with radio facility in it.,Neu
"Yes,It has, It should be have GPS too.",Neu
What is its battery capacity ,Neu
but i need higher battery back up,Neg
"Great,is it available in whit color?",Pos
"OK,Thanks for information.",Pos
899,899
"Hey, I need phone info.",Neu
It should be be latest with 32GB Internal RAM.,Neu
"Yes,It has, Color should be Black or White",Neu
"Superb, What is its OS?",Pos
it's a Android phone. I want iOS phone,Neg
"Okay, I like this phone. Pack it for me.",Pos
"OK,Thanks for information.",Pos
900,900
"Hey, I need phone info.",Neu
Show me a Oppo company mobile which has good camera .,Neu
What is its weight?,Neu
Oh it's a bit heavy. I need lighter phone,Neg
"Yes,It has I get your point but would still prefer lighter phone",Neg
What is its cost?,Neu
"Okay, I like this phone. Pack it for me.",Pos
Thanks for help.,Pos
901,901
"GoodMorning, show me a good phone.",Neu
"Yes,It has, I like GPS phone in grey color.",Neu
What's its price?,Neu
what is its released year?,Neu
oh sorry I forgot to mention it before but I am looking for a newly launched phone,Neg
Show me something else.,Neg
And how much it will cost me?,Neu
"Okay, I like this phone. Pack it for me.",Pos
Thanks for help.,Pos
902,902
"Hello, I am looking for a new phone.",Neu
I want to buy a Lenovo phone with less weight ,Neu
Is it a single Sim phone?,Neu
oh I don't want multisim phone.I want single sim phone,Neg
"But the point with single sim phone is that you can get better battery and performance that is why the expensive phones like apple and pixel are still single sim.

",Neg
"Great,is it available in gold color?",Pos
