USER,Persuasion Strategy
900,
"Good Evening, I am in urgent need of a phone.",3
It should be black color samsung phone.,3
What is its memory?,3
What is its price?,3
I can afford more expensive than this one.,3
But I want in higher range as I don't want to compromise on quality.,3
What is its color?,3
"Lovely, I will buy it.",3
Thanks a lot.,3
901,
"Hello, I want a good phone.",3
I want an apple phone with storage of atleast 16 GB .,3
What is its price?,3
It is very costly. Do you have phone under 400 Euro?,3
But I can't go beyond 500 Euro.,3
What is its color?,3
What is its storage?,3
"Okay, I want to proceed with booking.",3
Thanks a lot.,3
902,
"I want to buy a phone, which fulfills all my requirements.",1
Camera should be great and OS should be android.,1
How much storage does it offer? I need great storage phone.,1
Can you suggest a phone with 64 GB storage?,1
I don't want to use SD card as its speed is not same as primary memory. so suggest me the another one.,1
How much storage does it offer?,1
How much will it cost to me?,1
"Okay, can you pack this phone?",1
Thanks for help.,1
903,
"Hi, I want a amazing phone.",3
I want Motorola phone with less weight.,3
What is its OS?,3
"Oh, android OS is annoying. Do you have Mic operating phone?",3
what is its battery?,3
What is its cost?,3
"Okay, can you pack this phone?",3
Thanks for help.,3
904,
"Hi, I want a phone.",3
I want to buy a apple phone with good camera.,3
What is its camera quality?,3
"Oh, I want dual camera phone",3
"Cool, what is its memory?",3
What is its cost?,3
"Cool, I will purchase it.",3
Thanks a lot,3
905,
"Good Evening, I am looking for best smartphone",1
"Nothing in Particular, I want a latest released phone in which GPS works.",1
Oh I don't want Coolpad brand phone. I would prefer in Samsung.,1
I am not comfortable using this brand so would go for some other.,1
What is its price?,1
What is its battery capacity?,1
"Okay , I think I will buy it.",1
Thanks a lot for helping me in choosing a good phone,1
906,
"Good Evening, I need a very good smartphone.",0
I need to have best iOS Apple phone for known for primary photography.,1
What is its color?,1
What is its weight?,1
It's too bulky. I want light weight phone.,1
I want light weight phone as it is handy.,1
What is its price?,1
"Okay, I will take this phone.",1
Thanks a ton.,1
907,
"Hey, I want to purchase a phone.",0
I want an apple phone and its released date should be 2016,1
How about its camera quality?,1
What about its color?,1
Oh I don't want Jet Black color. I want in blue.,1
what is its cost?,1
"Okay, I will take this phone.",1
Thanks a lot.,1
908,
Hello there.,0
I am looking for an amazing phone.,0
I want a small display size samsung phone with good battery life.,1
I want in white color.,1
What is its OS.,1
I don't want android OS phone. I am comfortable with Mic operating phone,1
"Okay, I will book it.",1
Thanks a lot.,1
909,
"Hello, I want to purchase a nice phone for office use.",3
I don't have much requirement. I want Blackberry phone with good battery.,3
What is its primary and secondary camera quality?,3
"Oh, I often click pictures so I want higher quality camera too.",3
But still it seems less for me.,3
What is its price?,3
I will buy it.,3
Thank you.,3
910,
"Hi, Good Morning.",2
I am in search of a good phone for my sister.,2
I want Asus phone and price should be around 300 Euro.,2
What is its battery?,2
Oh that seems little less. I travel a lot so need a phone wth good battery.,2
Okay but while travelling I also watch lots of videos.,2
How much will it cost?,
I will take this phone.,2
Thanks a lot.,2
911,
"Hello, I need a good phone.",1
"Not much, It should be recently launched phone with good camera.",1
What is its weight?,1
Oh thats a bit heavy mobile. I want a sleek and slim phone. which is easy to carry.,1
But I want a sleek phone that can fit easily anywhere I want.,1
What is its cost?,1
What is its weight?,1
"Okay, I like this phone. Pack it for me.",1
Thanks you.,1
912,
"Hi, I need to purchase a phone.",1
"Well, I am not particularly restricted to any brand but I want high memory and dual sim in my cellphone.",1
What is its memory?,1
"Superb, What is its cost?",1
"Oh, that's a bit costly for me. Do you have 64 GB storage phone at less price?",1
Obviously with extra costs comes extra features but sorry can't afford it.,1
What is its color?,1
Book this one for me.,1
Thanks a ton.,1
913,
"Hi, I need a phone.",1
"Yes, it should be OS should be Android and it should be light weight and big screen.",1
What is its color?,1
"Oh, I don't like this color. Do you have the same phone in grey color?",1
What is its price?,1
Is there any discount?,1
Okay then book this one for me.,1
Thank you so much.,1
914,
"Good Evening, I want a phone.",4
I want good camera Oneplus phone.,4
What is its memory?,4
What is its cost?,4
I can't buy this phone. My budget is less around 300 Euro. Can you suggest a mobile in less cost?,4
But I don't have much money.,4
What is its color?,4
"Superb, I am buying it.",4
Thanks a ton.,4
915,
"Hello , Kindly help me in choosing a good phone for my wife?",2
I want to buy a Samsung multisim phone.,2
"I have limited money for the phone, it should be under 260 Euro.",2
What is its display size?,2
I want a phone which has medium display size.,2
"Her palm is small, she will not feel comfortable carrying big screen phone in her hand.",2
What is its price?,2
"Perfect, I will take it. Kindly gift wrap it.",2
Thanks a ton.,2
916,
"Hi, I want to buy a phone.",1
"Yes, it should have good battery and also GPS and radio should work on it.",1
What is its color?,1
I am looking for Grey color.,1
Still I love Grey color.,1
What is its cost?,1
Ok book this one for me.,1
Thanks for helping me.,1
917,
"Hello, I want a reliable phone as I travel a lot.",3
I want sturdy phone so would like to buy Nokia phone at reasonable price around 200.,3
What is its weight?,3
Oh it's a bit heavy. I need lighter phone.,3
Yes I get your point but would still prefer lighter phone.,3
What is its color?,3
I will take it then.,3
Thannk you.,3
918,
"Hey, I want to buy a phone.",3
I want to buy Blackberry phone and weight should also be light.,3
How is the camera quality?,3
That's very good. What is its display screen size?,3
Oh that's big. I want medium display size phone.,3
Medium screen size phone is easy to carry.,3
What is its price?,3
"Perfect, I will take it. Kindly gift wrap it.",3
Thanks a ton.,3
919,
"Hi, I need a good phone.",4
I want to buy 2016 Samsung cellphone as its price has reduced.,4
What is its battery?,4
What is its color?,4
What is its cost?,4
It's too costly for me. My budget is 250.,4
I know it is a good phone but can not afford it. I have budget constraints.,4
Ok book this for me.,4
Thanks for help.,4
920,
"Hello, I need a phone.",1
I want a Gionee phone with storage of at least 32 GB.,1
What is its battery?,1
"Oh that's less, show me other cellphone with better battery?",1
Does it has multiSim?,1
"Okay, can you pack this phone?",1
Thanks for help.,1
921,
"Hello , I want sturdy phone as I accidently drop phone many times",4
It should be light weight and gps should work on it.,4
What is its display size?,4
Sorry show me a big display screen size mobile. I want a big display size phone as I love watching videos.,4
Yeah but I am not a big fan of small screen size phone.,4
What color is it available?,4
"Okay, I will buy it then.",4
Thank you so much,4
922,
"Hey, I want to buy a trendy phone.",4
"Hi, I want to buy the best android samsung phone.",4
Yes cost should be under 800 Euro.,4
What is its RAM?,4
Oh that's too less for my daily work.,4
What is its cost?,4
"Okay, book this phone.",4
Thanks for help.,4
923,
"Hi, suggest me a nice phone.",4
It should be single sim phone and 2016 launched phone.,4
What is its cost?,4
what is it's color?,4
"Oh , is it available in blue?",4
Ok I will take this phone.,4
Thanks for help.,4
924,
"Hi, I want to buy a mobile.",4
Show me a good LG mobile with decent battery life.,4
How much is it for?,4
Oh it's very expensive. Show me a phone under 200 Euro.,4
May be next time. I can't afford it now. My budget is 200 Euro.,4
Sounds perfect. I will buy it.,4
It was nice interacting with you. Thanks for your patience and help.,4
925,
"Hi, I want to buy a new phone",0
It should be Xiaomi brand with multi sim slots and cost around 250,3
"No , that's it.",3
what is its price?,3
Does Radio works on it?,3
Oh but I often listen to Radio,3
"Okay, Can you book it for me?",3
Thanks a lot,3
926,
"Hey, show me a good phone. I need to buy it",0
It should be Oppo phone with good memory and high primary camera quality.,1
What is its cost?,1
What is its sim slot?,1
This is cheap. Show me medium range phone around 400 plus,1
"But with higher range I would get good processor, good camera optimization, big battery and quick charging, and a good looking design",1
How much does it cost?,1
ok can you book it for me,1
Thanks for help,1
927,
"Hey, Show me a new sturdy phone?",0
Suggest me a less cost phone with good camera.,4
What about its camera?,4
What about its sim slots?,4
What is its memory?,4
"oh, that seems little less. I want a phone with higher storage",4
But I feel my phone should have enough RAM so that it could perform all tasks easily with the quickness.,4
ok can you book it for me,4
Thanks a lot for your time,4
928,
"Hello, I want a new phone.",
I want to buy a small display size phone with good camera quality,3
What is its battery?,3
What color is it?,3
What is its released year?,3
